category	field_key	display_name	value	unit	source_api	source_detail	scan_scope	ms_level	representative_scan	raw_label_or_line	parse_status	confidence	matches_reference	notes
file_run_sample_instrument	file.path	File path	/Users/searleb/Downloads/D_2020_1005_BCS_mohsen_gel_frac_gluc_dda_03.raw		input argument						raw	high		
file_run_sample_instrument	file.name	File name	D_2020_1005_BCS_mohsen_gel_frac_gluc_dda_03.raw		input argument						raw	high		
file_run_sample_instrument	file.size_bytes	File size	317154901	bytes	System.IO.FileInfo.Length						raw	high		
file_run_sample_instrument	raw.is_open	RawFileReader opened file	True		IRawDataPlus.IsOpen						raw	high		
file_run_sample_instrument	raw.is_error	RawFileReader error state	False		IRawDataPlus.IsError						raw	high		
file_run_sample_instrument	raw.file_error	RawFileReader file error	ThermoFisher.CommonCore.RawFileReader.Facade.MemoryMappingRawFileLoader		IRawDataPlus.FileError						raw	high		
file_run_sample_instrument	raw.in_acquisition	RAW still in acquisition	False		IRawDataPlus.InAcquisition						raw	high		
file_run_sample_instrument	raw.creator_id	Creator ID	Thermo		IRawDataPlus.CreatorId						raw	high		
file_run_sample_instrument	raw.creation_date	Creation date	10/13/2020 20:50:33		IRawDataPlus.CreationDate						raw	high		
file_run_sample_instrument	raw.instrument_count	Instrument count	1		IRawDataPlus.InstrumentCount						raw	high		
file_run_sample_instrument	file_header.CheckSum	FileHeader CheckSum	651897568		IRawDataPlus.FileHeader	CheckSum					raw	high		
file_run_sample_instrument	file_header.CreationDate	FileHeader CreationDate	10/13/2020 20:50:33		IRawDataPlus.FileHeader	CreationDate					raw	high		
file_run_sample_instrument	file_header.FileType	FileHeader FileType	RawFile		IRawDataPlus.FileHeader	FileType					raw	high		
file_run_sample_instrument	file_header.ModifiedDate	FileHeader ModifiedDate	10/13/2020 20:15:57		IRawDataPlus.FileHeader	ModifiedDate					raw	high		
file_run_sample_instrument	file_header.NumberOfTimesCalibrated	FileHeader NumberOfTimesCalibrated	0		IRawDataPlus.FileHeader	NumberOfTimesCalibrated					raw	high		
file_run_sample_instrument	file_header.NumberOfTimesModified	FileHeader NumberOfTimesModified	2		IRawDataPlus.FileHeader	NumberOfTimesModified					raw	high		
file_run_sample_instrument	file_header.Revision	FileHeader Revision	66		IRawDataPlus.FileHeader	Revision					raw	high		
file_run_sample_instrument	file_header.WhoCreatedId	FileHeader WhoCreatedId	Thermo		IRawDataPlus.FileHeader	WhoCreatedId					raw	high		
file_run_sample_instrument	file_header.WhoCreatedLogon	FileHeader WhoCreatedLogon	Xcalibur_System		IRawDataPlus.FileHeader	WhoCreatedLogon					raw	high		
file_run_sample_instrument	file_header.WhoModifiedId	FileHeader WhoModifiedId	Xcalibur_System		IRawDataPlus.FileHeader	WhoModifiedId					raw	high		
file_run_sample_instrument	file_header.WhoModifiedLogon	FileHeader WhoModifiedLogon	Xcalibur_System		IRawDataPlus.FileHeader	WhoModifiedLogon					raw	high		
file_run_sample_instrument	sample.BarcodeStatus	SampleInformation BarcodeStatus	NotRead		IRawDataPlus.SampleInformation	BarcodeStatus					raw	high		
file_run_sample_instrument	sample.Comment	SampleInformation Comment	mohsen		IRawDataPlus.SampleInformation	Comment					raw	high		
file_run_sample_instrument	sample.DilutionFactor	SampleInformation DilutionFactor	1		IRawDataPlus.SampleInformation	DilutionFactor					raw	high		
file_run_sample_instrument	sample.InjectionVolume	SampleInformation InjectionVolume	3		IRawDataPlus.SampleInformation	InjectionVolume					raw	high		
file_run_sample_instrument	sample.InstrumentMethodFile	SampleInformation InstrumentMethodFile	E:\bcs\methods\bcs_easy_dda_7to34pct_60m_30cm_1000agc.meth		IRawDataPlus.SampleInformation	InstrumentMethodFile					raw	high		
file_run_sample_instrument	sample.IstdAmount	SampleInformation IstdAmount	0		IRawDataPlus.SampleInformation	IstdAmount					raw	high		
file_run_sample_instrument	sample.Path	SampleInformation Path	E:\bcs\data\2020oct04_sperm		IRawDataPlus.SampleInformation	Path					raw	high		
file_run_sample_instrument	sample.RawFileName	SampleInformation RawFileName	E:\bcs\data\2020oct04_sperm\D_2020_1005_BCS_mohsen_gel_frac_gluc_dda_03.raw		IRawDataPlus.SampleInformation	RawFileName					raw	high		
file_run_sample_instrument	sample.RowNumber	SampleInformation RowNumber	38		IRawDataPlus.SampleInformation	RowNumber					raw	high		
file_run_sample_instrument	sample.SampleId	SampleInformation SampleId	A1		IRawDataPlus.SampleInformation	SampleId					raw	high		
file_run_sample_instrument	sample.SampleType	SampleInformation SampleType	Unknown		IRawDataPlus.SampleInformation	SampleType					raw	high		
file_run_sample_instrument	sample.SampleVolume	SampleInformation SampleVolume	0		IRawDataPlus.SampleInformation	SampleVolume					raw	high		
file_run_sample_instrument	sample.SampleWeight	SampleInformation SampleWeight	0		IRawDataPlus.SampleInformation	SampleWeight					raw	high		
file_run_sample_instrument	sample.UserText.count	SampleInformation UserText count	20		IRawDataPlus.SampleInformation	UserText					raw	high		Enumerable count only; individual values are not expanded unless simple.
file_run_sample_instrument	sample.Vial	SampleInformation Vial	E3		IRawDataPlus.SampleInformation	Vial					raw	high		
file_run_sample_instrument	instrument.selected_ms_index	Selected MS instrument index	1		IRawDataPlus.SelectInstrument(Device.MS, index)						raw	high		
file_run_sample_instrument	instrument.0.type	Instrument 0 type	MS		IRawDataPlus.GetInstrumentType	instrumentIndex=0					raw	high		
file_run_sample_instrument	instrument.selected.AxisLabelX	Selected instrument data AxisLabelX	m/z		IRawDataPlus.GetInstrumentData()	AxisLabelX					raw	high		
file_run_sample_instrument	instrument.selected.AxisLabelY	Selected instrument data AxisLabelY	Relative Abundance		IRawDataPlus.GetInstrumentData()	AxisLabelY					raw	high		
file_run_sample_instrument	instrument.selected.ChannelLabels.count	Selected instrument data ChannelLabels count	0		IRawDataPlus.GetInstrumentData()	ChannelLabels					raw	high		Enumerable count only; individual values are not expanded unless simple.
file_run_sample_instrument	instrument.selected.HardwareVersion	Selected instrument data HardwareVersion	rev. 1		IRawDataPlus.GetInstrumentData()	HardwareVersion					raw	high		
file_run_sample_instrument	instrument.selected.HasAccurateMassPrecursors	Selected instrument data HasAccurateMassPrecursors	False		IRawDataPlus.GetInstrumentData()	HasAccurateMassPrecursors					raw	high		
file_run_sample_instrument	instrument.selected.IsValid	Selected instrument data IsValid	True		IRawDataPlus.GetInstrumentData()	IsValid					raw	high		
file_run_sample_instrument	instrument.selected.Model	Selected instrument data Model	Orbitrap Exploris 480		IRawDataPlus.GetInstrumentData()	Model					raw	high		
file_run_sample_instrument	instrument.selected.Name	Selected instrument data Name	Orbitrap Exploris Slot #0057		IRawDataPlus.GetInstrumentData()	Name					raw	high		
file_run_sample_instrument	instrument.selected.SerialNumber	Selected instrument data SerialNumber	Invalid_SN_0001		IRawDataPlus.GetInstrumentData()	SerialNumber					raw	high		
file_run_sample_instrument	instrument.selected.SoftwareVersion	Selected instrument data SoftwareVersion	2.0-2.0.122.11/2.0.182.18		IRawDataPlus.GetInstrumentData()	SoftwareVersion					raw	high		
file_run_sample_instrument	instrument.selected.Units	Selected instrument data Units	None		IRawDataPlus.GetInstrumentData()	Units					raw	high		
file_run_sample_instrument	run_header.DeviceDataDomain	RunHeaderEx DeviceDataDomain	Legacy		IRawDataPlus.RunHeaderEx	DeviceDataDomain					raw	high		
file_run_sample_instrument	run_header.EndTime	RunHeaderEx EndTime	75.00065075200399		IRawDataPlus.RunHeaderEx	EndTime					raw	high		
file_run_sample_instrument	run_header.ErrorLogCount	RunHeaderEx ErrorLogCount	2		IRawDataPlus.RunHeaderEx	ErrorLogCount					raw	high		
file_run_sample_instrument	run_header.ExpectedRunTime	RunHeaderEx ExpectedRunTime	75		IRawDataPlus.RunHeaderEx	ExpectedRunTime					raw	high		
file_run_sample_instrument	run_header.FilterMassPrecision	RunHeaderEx FilterMassPrecision	4		IRawDataPlus.RunHeaderEx	FilterMassPrecision					raw	high		
file_run_sample_instrument	run_header.FirstSpectrum	RunHeaderEx FirstSpectrum	1		IRawDataPlus.RunHeaderEx	FirstSpectrum					raw	high		
file_run_sample_instrument	run_header.HighMass	RunHeaderEx HighMass	4890.734375		IRawDataPlus.RunHeaderEx	HighMass					raw	high		
file_run_sample_instrument	run_header.InAcquisition	RunHeaderEx InAcquisition	0		IRawDataPlus.RunHeaderEx	InAcquisition					raw	high		
file_run_sample_instrument	run_header.LastSpectrum	RunHeaderEx LastSpectrum	66324		IRawDataPlus.RunHeaderEx	LastSpectrum					raw	high		
file_run_sample_instrument	run_header.LowMass	RunHeaderEx LowMass	120		IRawDataPlus.RunHeaderEx	LowMass					raw	high		
file_run_sample_instrument	run_header.MassResolution	RunHeaderEx MassResolution	0.5		IRawDataPlus.RunHeaderEx	MassResolution					raw	high		
file_run_sample_instrument	run_header.MaxIntegratedIntensity	RunHeaderEx MaxIntegratedIntensity	2947622400		IRawDataPlus.RunHeaderEx	MaxIntegratedIntensity					raw	high		
file_run_sample_instrument	run_header.MaxIntensity	RunHeaderEx MaxIntensity	0		IRawDataPlus.RunHeaderEx	MaxIntensity					raw	high		
file_run_sample_instrument	run_header.SpectraCount	RunHeaderEx SpectraCount	66324		IRawDataPlus.RunHeaderEx	SpectraCount					raw	high		
file_run_sample_instrument	run_header.StartTime	RunHeaderEx StartTime	0.003004092597961426		IRawDataPlus.RunHeaderEx	StartTime					raw	high		
file_run_sample_instrument	run_header.StatusLogCount	RunHeaderEx StatusLogCount	448		IRawDataPlus.RunHeaderEx	StatusLogCount					raw	high		
file_run_sample_instrument	run_header.ToleranceUnit	RunHeaderEx ToleranceUnit	amu		IRawDataPlus.RunHeaderEx	ToleranceUnit					raw	high		
file_run_sample_instrument	run_header.TrailerExtraCount	RunHeaderEx TrailerExtraCount	66324		IRawDataPlus.RunHeaderEx	TrailerExtraCount					raw	high		
file_run_sample_instrument	run_header.TrailerScanEventCount	RunHeaderEx TrailerScanEventCount	66324		IRawDataPlus.RunHeaderEx	TrailerScanEventCount					raw	high		
file_run_sample_instrument	run_header.TuneDataCount	RunHeaderEx TuneDataCount	1		IRawDataPlus.RunHeaderEx	TuneDataCount					raw	high		
file_run_sample_instrument	run_header.WriterProtocol	RunHeaderEx WriterProtocol	C#000		IRawDataPlus.RunHeaderEx	WriterProtocol					raw	high		
file_run_sample_instrument	run.duration	Run duration	74.99764665940603	min	RunHeaderEx.EndTime - StartTime						raw	high		
instrument_methods	method.count	Instrument method count	2		IRawDataPlus.InstrumentMethodsCount						raw	high		
instrument_methods	method.name.0	Instrument method 0 name	Proxeon_EASY-nLC		IRawDataPlus.GetAllInstrumentNamesFromInstrumentMethod()	methodIndex=0					raw	high		
instrument_methods	method.name.1	Instrument method 1 name	TNG-Merkur		IRawDataPlus.GetAllInstrumentNamesFromInstrumentMethod()	methodIndex=1					raw	high		
instrument_methods	method.0.raw_text	Instrument method 0 raw text	Sample pickup:\nVolume [µl]         :     3.00\nFlow [µl / min]     :    10.00\n\nSample loading:\nVolume [µl]         :     8.00\nFlow [µl / min]     :     2.00\nMax. pressure [Bar] :   300.00\n\nGradient:\n   Time [mm:ss]   Duration [mm:ss]   Flow [nl/min]   Mixture [%B]\n         00:00              00:00             450              7\n         60:00              60:00             450             34\n         65:00              05:00             450             60\n         66:00              01:00             900             95\n         76:00              10:00             900             95\n         77:00              01:00             900              3\n         80:00              03:00             900              3\n\nPre-column equilibration:\nVolume [µl]         :     6.00\nFlow [µl / min]     :     2.00\nMax. pressure [Bar] :   300.00\n\nAnalytical column equilibration:\nVolume [µl]         :     9.00\nFlow [µl / min]     :     0.50\nMax. pressure [Bar] :   300.00\n\nAutosampler wash:\n   Step    Bottle      Volume [µl]   Cycles\n       1   2                25.00         1\n       2   3                25.00         3\n		IRawDataPlus.GetInstrumentMethod	methodIndex=0; name=Proxeon_EASY-nLC					raw_text	high		
instrument_methods	method.0.candidate_line.2	Instrument method 0 candidate line	Flow [µl / min]     :    10.00		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=3; name=Proxeon_EASY-nLC				Flow [µl / min]     :    10.00	candidate	medium		
instrument_methods	method.0.candidate_line.6	Instrument method 0 candidate line	Flow [µl / min]     :     2.00		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=7; name=Proxeon_EASY-nLC				Flow [µl / min]     :     2.00	candidate	medium		
instrument_methods	method.0.candidate_line.9	Instrument method 0 candidate line	Gradient:		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=10; name=Proxeon_EASY-nLC				Gradient:	candidate	medium		
instrument_methods	method.0.candidate_line.10	Instrument method 0 candidate line	Time [mm:ss]   Duration [mm:ss]   Flow [nl/min]   Mixture [%B]		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=11; name=Proxeon_EASY-nLC				Time [mm:ss]   Duration [mm:ss]   Flow [nl/min]   Mixture [%B]	candidate	medium		
instrument_methods	method.0.candidate_line.19	Instrument method 0 candidate line	Pre-column equilibration:		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=20; name=Proxeon_EASY-nLC				Pre-column equilibration:	candidate	medium		
instrument_methods	method.0.candidate_line.21	Instrument method 0 candidate line	Flow [µl / min]     :     2.00		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=22; name=Proxeon_EASY-nLC				Flow [µl / min]     :     2.00	candidate	medium		
instrument_methods	method.0.candidate_line.24	Instrument method 0 candidate line	Analytical column equilibration:		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=25; name=Proxeon_EASY-nLC				Analytical column equilibration:	candidate	medium		
instrument_methods	method.0.candidate_line.26	Instrument method 0 candidate line	Flow [µl / min]     :     0.50		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=27; name=Proxeon_EASY-nLC				Flow [µl / min]     :     0.50	candidate	medium		
instrument_methods	method.0.candidate_line.29	Instrument method 0 candidate line	Autosampler wash:		IRawDataPlus.GetInstrumentMethod	methodIndex=0; line=30; name=Proxeon_EASY-nLC				Autosampler wash:	candidate	medium		
instrument_methods	method.1.raw_text	Instrument method 1 raw text	Orbitrap Exploris 480 Method Summary\n  \nCreator: FPYNNR2\Thermo          Last Modified: 10/09/2020 20:58:52 by FPYNNR2\Thermo\n  \nGlobal Settings\n Use Static Source Gasses\n Use Ion Source Settings from Tune = Not Checked\n Method Duration (min)= 75\n Ion Source Type = NSI\n Spray Voltage = Static\n Spray Voltage: Positive Ion (V) = 2000\n Spray Voltage: Negative Ion (V) = 600\n Gas Mode = Static\n Infusion Mode (LC)= False\n Sweep Gas (Arb) = 0\n Ion Transfer Tube Temp (°C) = 275\n APPI Lamp = Not in use\n FAIMS Mode = Not Installed\n Internal Mass Calibration = User-defined Lock Mass\n Application Mode = Peptide\n Pressure Mode = Standard\n Expected Peak Width (s) = 15\n Default Charge State = 2\n Advanced Peak Determination = True\n Internal Cal Positive\n  m/z\n  445.12003 \nExperiment 1\n Experiment Name = ID    low load (less than 500 ng)\n Start Time (min) = 0\n End Time (min) = 75\n Cycle Time (sec) = 3\n  \n\n\n  Scan MasterScan\n   Orbitrap Resolution = 60000\n   Scan Range (m/z) = 350-1200\n   Normalised AGC Target (%)= 300\n   Microscans = 1\n   AGC Target = Custom\n   RF Lens(%) = 40\n   Maximum Injection Time Mode = Auto\n   DataType = Centroid\n   Polarity = Positive\n   Source Fragmentation = False\n   Scan Description = \n\n  Filter MIPS\n   Filter Type = MIPS\n   Filter Label = \n   MIPS Mode = Peptide\n   Relax Restrictions when too few Precursors are Found = True\n\n  Filter IntensityThreshold\n   Filter Type = IntensityThreshold\n   Filter Label = \n   Intensity Filter Type = IntensityThreshold\n   Minimum Intensity = 5000\n\n  Filter ChargeState\n   Filter Type = ChargeState\n   Filter Label = \n   Include charge state(s) = 2-4\n   Include undetermined charge states = False\n\n  Filter DynamicExclusion\n   Filter Type = DynamicExclusion\n   Filter Label = \n   Share Dynamic exclusion list with other selected dynamic exclusion filters = False\n   Dynamic Exclusion Mode = Custom\n   Exclude after n times = 1\n   Exclusion duration (s) = 15\n   Excl. Mass Width = ppm\n   Mass tolerance low = 10\n   Mass tolerance high = 10\n   Exclude isotopes = True\n   Perform dependent scan on single charge state per precursor only = False\n\n  Data Dependent Properties\n   Data Dependent Mode= Cycle Time\nScan Event 1\n  \n\n\n  Scan ddMSnScan\n   Multiplex Ions Enabled = False\n   Isolation Window = Custom\n   Isolation Window (m/z) = 1.4\n   Isolation Offset = Off\n   Maximum number of multiplexed ions = 0\n   Reported Mass = Offset Mass\n   Collision Energy Mode = Fixed\n   Collision Energy Type = Normalized\n   HCD Collision Energy (%) = 27\n   Orbitrap Resolution = 15000\n   First Mass (m/z) = 120\n   Normalised AGC Target (%)= 1000\n   Microscans = 1\n   AGC Target = Custom\n   Maximum Injection Time Mode = Auto\n   DataType = Centroid\n   Source Fragmentation = False\n   Scan Description = \n		IRawDataPlus.GetInstrumentMethod	methodIndex=1; name=TNG-Merkur					raw_text	high		
instrument_methods	method.1.candidate_line.22	Instrument method 1 candidate line	Default Charge State = 2		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=23; name=TNG-Merkur				Default Charge State = 2	candidate	medium		
instrument_methods	method.1.candidate_line.23	Instrument method 1 candidate line	Advanced Peak Determination = True		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=24; name=TNG-Merkur				Advanced Peak Determination = True	candidate	medium		
instrument_methods	method.1.candidate_line.36	Instrument method 1 candidate line	Orbitrap Resolution = 60000		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=37; name=TNG-Merkur				Orbitrap Resolution = 60000	candidate	medium		
instrument_methods	method.1.candidate_line.37	Instrument method 1 candidate line	Scan Range (m/z) = 350-1200		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=38; name=TNG-Merkur				Scan Range (m/z) = 350-1200	candidate	medium		
instrument_methods	method.1.candidate_line.38	Instrument method 1 candidate line	Normalised AGC Target (%)= 300		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=39; name=TNG-Merkur				Normalised AGC Target (%)= 300	candidate	medium		
instrument_methods	method.1.candidate_line.40	Instrument method 1 candidate line	AGC Target = Custom		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=41; name=TNG-Merkur				AGC Target = Custom	candidate	medium		
instrument_methods	method.1.candidate_line.42	Instrument method 1 candidate line	Maximum Injection Time Mode = Auto		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=43; name=TNG-Merkur				Maximum Injection Time Mode = Auto	candidate	medium		
instrument_methods	method.1.candidate_line.43	Instrument method 1 candidate line	DataType = Centroid		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=44; name=TNG-Merkur				DataType = Centroid	candidate	medium		
instrument_methods	method.1.candidate_line.54	Instrument method 1 candidate line	Filter IntensityThreshold		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=55; name=TNG-Merkur				Filter IntensityThreshold	candidate	medium		
instrument_methods	method.1.candidate_line.55	Instrument method 1 candidate line	Filter Type = IntensityThreshold		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=56; name=TNG-Merkur				Filter Type = IntensityThreshold	candidate	medium		
instrument_methods	method.1.candidate_line.57	Instrument method 1 candidate line	Intensity Filter Type = IntensityThreshold		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=58; name=TNG-Merkur				Intensity Filter Type = IntensityThreshold	candidate	medium		
instrument_methods	method.1.candidate_line.58	Instrument method 1 candidate line	Minimum Intensity = 5000		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=59; name=TNG-Merkur				Minimum Intensity = 5000	candidate	medium		
instrument_methods	method.1.candidate_line.60	Instrument method 1 candidate line	Filter ChargeState		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=61; name=TNG-Merkur				Filter ChargeState	candidate	medium		
instrument_methods	method.1.candidate_line.61	Instrument method 1 candidate line	Filter Type = ChargeState		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=62; name=TNG-Merkur				Filter Type = ChargeState	candidate	medium		
instrument_methods	method.1.candidate_line.63	Instrument method 1 candidate line	Include charge state(s) = 2-4		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=64; name=TNG-Merkur				Include charge state(s) = 2-4	candidate	medium		
instrument_methods	method.1.candidate_line.64	Instrument method 1 candidate line	Include undetermined charge states = False		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=65; name=TNG-Merkur				Include undetermined charge states = False	candidate	medium		
instrument_methods	method.1.candidate_line.69	Instrument method 1 candidate line	Share Dynamic exclusion list with other selected dynamic exclusion filters = False		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=70; name=TNG-Merkur				Share Dynamic exclusion list with other selected dynamic exclusion filters = False	candidate	medium		
instrument_methods	method.1.candidate_line.70	Instrument method 1 candidate line	Dynamic Exclusion Mode = Custom		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=71; name=TNG-Merkur				Dynamic Exclusion Mode = Custom	candidate	medium		
instrument_methods	method.1.candidate_line.74	Instrument method 1 candidate line	Mass tolerance low = 10		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=75; name=TNG-Merkur				Mass tolerance low = 10	candidate	medium		
instrument_methods	method.1.candidate_line.75	Instrument method 1 candidate line	Mass tolerance high = 10		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=76; name=TNG-Merkur				Mass tolerance high = 10	candidate	medium		
instrument_methods	method.1.candidate_line.76	Instrument method 1 candidate line	Exclude isotopes = True		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=77; name=TNG-Merkur				Exclude isotopes = True	candidate	medium		
instrument_methods	method.1.candidate_line.77	Instrument method 1 candidate line	Perform dependent scan on single charge state per precursor only = False		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=78; name=TNG-Merkur				Perform dependent scan on single charge state per precursor only = False	candidate	medium		
instrument_methods	method.1.candidate_line.79	Instrument method 1 candidate line	Data Dependent Properties		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=80; name=TNG-Merkur				Data Dependent Properties	candidate	medium		
instrument_methods	method.1.candidate_line.80	Instrument method 1 candidate line	Data Dependent Mode= Cycle Time		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=81; name=TNG-Merkur				Data Dependent Mode= Cycle Time	candidate	medium		
instrument_methods	method.1.candidate_line.87	Instrument method 1 candidate line	Isolation Window = Custom		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=88; name=TNG-Merkur				Isolation Window = Custom	candidate	medium		
instrument_methods	method.1.candidate_line.88	Instrument method 1 candidate line	Isolation Window (m/z) = 1.4		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=89; name=TNG-Merkur				Isolation Window (m/z) = 1.4	candidate	medium		
instrument_methods	method.1.candidate_line.89	Instrument method 1 candidate line	Isolation Offset = Off		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=90; name=TNG-Merkur				Isolation Offset = Off	candidate	medium		
instrument_methods	method.1.candidate_line.94	Instrument method 1 candidate line	HCD Collision Energy (%) = 27		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=95; name=TNG-Merkur				HCD Collision Energy (%) = 27	candidate	medium		
instrument_methods	method.1.candidate_line.95	Instrument method 1 candidate line	Orbitrap Resolution = 15000		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=96; name=TNG-Merkur				Orbitrap Resolution = 15000	candidate	medium		
instrument_methods	method.1.candidate_line.97	Instrument method 1 candidate line	Normalised AGC Target (%)= 1000		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=98; name=TNG-Merkur				Normalised AGC Target (%)= 1000	candidate	medium		
instrument_methods	method.1.candidate_line.99	Instrument method 1 candidate line	AGC Target = Custom		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=100; name=TNG-Merkur				AGC Target = Custom	candidate	medium		
instrument_methods	method.1.candidate_line.100	Instrument method 1 candidate line	Maximum Injection Time Mode = Auto		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=101; name=TNG-Merkur				Maximum Injection Time Mode = Auto	candidate	medium		
instrument_methods	method.1.candidate_line.101	Instrument method 1 candidate line	DataType = Centroid		IRawDataPlus.GetInstrumentMethod	methodIndex=1; line=102; name=TNG-Merkur				DataType = Centroid	candidate	medium		
status_tune_logs	tune.count	Tune data count	1		IRawDataPlus.GetTuneDataCount()						raw	high		
status_tune_logs	tune.header.0	Tune data field 0	=== Tune Data: ===:		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=0				=== Tune Data: ===:	raw	high		dataType=NULL
status_tune_logs	tune.header.1	Tune data field 1	Spray Voltage (+):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=1				Spray Voltage (+):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.2	Tune data field 2	Spray Voltage (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=2				Spray Voltage (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.3	Tune data field 3	Ion Transfer Tube Temperature (+ or +-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=3				Ion Transfer Tube Temperature (+ or +-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.4	Tune data field 4	Ion Transfer Tube Temperature (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=4				Ion Transfer Tube Temperature (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.5	Tune data field 5	Sheath Gas (+ or +-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=5				Sheath Gas (+ or +-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.6	Tune data field 6	Sheath Gas (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=6				Sheath Gas (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.7	Tune data field 7	Aux Gas (+ or +-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=7				Aux Gas (+ or +-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.8	Tune data field 8	Aux Gas (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=8				Aux Gas (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.9	Tune data field 9	Sweep Gas (+ or +-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=9				Sweep Gas (+ or +-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.10	Tune data field 10	Sweep Gas (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=10				Sweep Gas (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.11	Tune data field 11	Max Spray Current (+):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=11				Max Spray Current (+):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.12	Tune data field 12	Max Spray Current (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=12				Max Spray Current (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.13	Tune data field 13	Vaporizer Temp. (+ or +-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=13				Vaporizer Temp. (+ or +-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.14	Tune data field 14	Vaporizer Temp. (-):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=14				Vaporizer Temp. (-):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.15	Tune data field 15	Ion Source:		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=15				Ion Source:	raw	high		dataType=CHAR_STRING
status_tune_logs	tune.header.16	Tune data field 16	AGC Det. Dur. (msec):		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=16				AGC Det. Dur. (msec):	raw	high		dataType=DOUBLE
status_tune_logs	tune.header.17	Tune data field 17	=== Calibration Data: ===:		IRawDataPlus.GetTuneDataHeaderInformation()	fieldIndex=17				=== Calibration Data: ===:	raw	high		dataType=NULL
